account_id,client_id,account_type,balance
AKB100690,691,Everyday Deposit,156120.43
AKB100691,692,Student,25641.05
AKB100692,693,Investment Account,258542.94
AKB100693,694,E-Banking,57924.46
AKB100694,695,Savings,87168.07
AKB100695,696,Islamic Financing - Advanced,184620.74
AKB100696,697,Savings,67699.97
AKB100697,698,Real Estate Financing,131114.95
AKB100698,699,Real Estate Financing,185788.08
AKB100699,700,Everyday Deposit,37799.54
AKB100700,701,Islamic Financing - Basic,90067.88
AKB100701,702,Everyday Deposit,124211.29
AKB100702,703,Savings,111608.56
AKB100703,704,E-Banking,44794.84
AKB100704,705,Student,16049.61
AKB100705,706,Investment Account,184405.75
AKB100706,707,Takaful Insurance Account,142630.0
AKB100707,708,Agricultural Financing,59205.08
AKB100708,709,E-Banking,39832.04
AKB100709,710,Investment Account,111535.67
AKB100710,711,Everyday Deposit,111584.73
AKB100711,712,Savings,55320.44
AKB100712,713,Islamic Financing - Basic,120947.46
AKB100713,714,Real Estate Financing,133611.72
AKB100714,715,Student,46791.98
AKB100715,716,Student,25947.84
AKB100716,717,Takaful Insurance Account,233087.27
AKB100717,718,Investment Account,174340.69
AKB100718,719,E-Banking,20916.64
AKB100719,720,Savings,58576.06
AKB100720,721,Student,45511.31
AKB100721,722,Student,14702.87
AKB100722,723,Savings,59297.13
AKB100723,724,Investment Account,188479.37
AKB100724,725,Real Estate Financing,246535.28
AKB100725,726,E-Banking,52862.02
AKB100726,727,Takaful Insurance Account,139608.15
AKB100727,728,Student,20328.31
AKB100728,729,Everyday Deposit,90399.23
AKB100729,730,Real Estate Financing,123859.1
AKB100730,731,Student,32009.72
AKB100731,732,Savings,47648.43
AKB100732,733,E-Banking,12685.54
AKB100733,734,Investment Account,126145.54
AKB100734,735,Takaful Insurance Account,175967.09
AKB100735,736,Savings,54746.12
AKB100736,737,Takaful Insurance Account,228001.41
AKB100737,738,Investment Account,229568.84
AKB100738,739,E-Banking,90073.36
AKB100739,740,Savings,78152.74
AKB100740,741,Islamic Financing - Basic,138739.79
AKB100741,742,Investment Account,219243.8
AKB100742,743,Everyday Deposit,62362.28
AKB100743,744,Savings,78868.21
AKB100744,745,Takaful Insurance Account,201274.92
AKB100745,746,Savings,76818.59
AKB100746,747,Savings,240485.34
AKB100747,748,Everyday Deposit,117426.23
AKB100748,749,Savings,104266.77
AKB100749,750,Student,21163.72
AKB100750,751,Everyday Deposit,65735.95
AKB100751,752,Savings,205205.36
AKB100752,753,Investment Account,298036.48
AKB100753,754,Savings,133316.03
AKB100754,755,Takaful Insurance Account,120893.54
AKB100755,756,Investment Account,261903.98
AKB100756,757,Investment Account,290954.38
AKB100757,758,Savings,90134.07
AKB100758,759,Islamic Financing - Basic,143734.53
AKB100759,760,E-Banking,123737.1
AKB100760,761,Real Estate Financing,211068.51
AKB100761,762,Islamic Financing - Advanced,151161.27
AKB100762,763,Savings,126012.01
AKB100763,764,Islamic Financing - Basic,49179.75
AKB100764,765,Savings,111128.88
AKB100765,766,Everyday Deposit,54527.09
AKB100766,767,Investment Account,148133.26
AKB100767,768,Everyday Deposit,32296.15
AKB100768,769,Investment Account,282810.86
AKB100769,770,Takaful Insurance Account,109453.78
AKB100770,771,Real Estate Financing,206000.55
AKB100771,772,Savings,44026.8
AKB100772,773,Investment Account,144532.55
AKB100773,774,Takaful Insurance Account,178674.68
AKB100774,775,Islamic Financing - Advanced,161681.24
AKB100775,776,E-Banking,88687.67
AKB100776,777,Student,38011.56
AKB100777,778,Savings,98370.1
AKB100778,779,Savings,85443.9
AKB100779,780,Savings,143851.97
AKB100780,781,Real Estate Financing,228633.99
AKB100781,782,Takaful Insurance Account,269753.85
AKB100782,783,Everyday Deposit,46355.34
AKB100783,784,Savings,128026.05
AKB100784,785,Takaful Insurance Account,211467.66
AKB100785,786,Savings,58744.4
AKB100786,787,Takaful Insurance Account,100692.63
AKB100787,788,Student,15429.77
AKB100788,789,Student,18662.74
AKB100789,790,E-Banking,108368.61
AKB100790,791,Investment Account,236546.77
AKB100791,792,Student,46775.53
AKB100792,793,Everyday Deposit,92542.77
AKB100793,794,Agricultural Financing,142884.21
AKB100794,795,Savings,149374.49
AKB100795,796,Real Estate Financing,337179.28
AKB100796,797,Savings,198532.72
AKB100797,798,Everyday Deposit,106025.72
AKB100798,799,Islamic Financing - Advanced,107052.89
AKB100799,800,E-Banking,144293.73
AKB100800,801,Savings,79653.15
AKB100801,802,Islamic Financing - Basic,210703.61
AKB100802,803,Student,23837.83
AKB100803,804,Student,80661.6
AKB100804,805,Everyday Deposit,64588.36
AKB100805,806,Student,23298.87
AKB100806,807,Everyday Deposit,54962.12
AKB100807,808,Everyday Deposit,67471.08
AKB100808,809,Takaful Insurance Account,132355.29
AKB100809,810,E-Banking,58021.58
AKB100810,811,Everyday Deposit,93732.11
AKB100811,812,Student,27760.91
AKB100812,813,Student,24026.71
AKB100813,814,Takaful Insurance Account,143064.47
AKB100814,815,Takaful Insurance Account,60162.65
AKB100815,816,Student,19158.27
AKB100816,817,Savings,116150.47
AKB100817,818,Real Estate Financing,247359.07
AKB100818,819,Takaful Insurance Account,163719.55
AKB100819,820,Student,22340.82
AKB100820,821,Savings,106127.63
AKB100821,822,Takaful Insurance Account,137516.72
AKB100822,823,Real Estate Financing,298615.05
AKB100823,824,Real Estate Financing,156722.82
AKB100824,825,Real Estate Financing,233217.26
AKB100825,826,Islamic Financing - Advanced,165507.78
AKB100826,827,Student,68949.45
AKB100827,828,E-Banking,76689.58
AKB100828,829,Islamic Financing - Basic,133674.17
AKB100829,830,Islamic Financing - Basic,138931.5
AKB100830,831,Investment Account,163820.85
AKB100831,832,Student,25181.48
AKB100832,833,Islamic Financing - Basic,179865.11
AKB100833,834,Savings,97505.01
AKB100834,835,Islamic Financing - Advanced,222906.3
AKB100835,836,Takaful Insurance Account,181410.82
AKB100836,837,Everyday Deposit,136259.42
AKB100837,838,Takaful Insurance Account,297917.42
AKB100838,839,Everyday Deposit,20605.2
AKB100839,840,Savings,83486.39
AKB100840,841,Takaful Insurance Account,211912.47
AKB100841,842,Islamic Financing - Basic,157610.7
AKB100842,843,Real Estate Financing,258874.45
AKB100843,844,Takaful Insurance Account,334149.5
AKB100844,845,Everyday Deposit,49164.16
AKB100845,846,Student,19987.17
AKB100846,847,Real Estate Financing,279522.8
AKB100847,848,Agricultural Financing,106146.27
AKB100848,849,Takaful Insurance Account,126201.07
AKB100849,850,Islamic Financing - Basic,105035.75
AKB100850,851,Takaful Insurance Account,93251.73
AKB100851,852,Savings,91187.44
AKB100852,853,Islamic Financing - Basic,127682.31
AKB100853,854,Student,23503.25
AKB100854,855,Real Estate Financing,161133.95
AKB100855,856,Islamic Financing - Advanced,228361.83
AKB100856,857,Everyday Deposit,90109.54
AKB100857,858,Everyday Deposit,33252.98
AKB100858,859,Savings,106693.31
AKB100859,860,Real Estate Financing,311690.27
AKB100860,861,Investment Account,166029.39
AKB100861,862,Takaful Insurance Account,184602.77
AKB100862,863,E-Banking,133798.23
AKB100863,864,Investment Account,235580.63
AKB100864,865,Everyday Deposit,33958.49
AKB100865,866,Savings,40077.68
AKB100866,867,Islamic Financing - Basic,143773.78
AKB100867,868,Savings,116407.98
AKB100868,869,Savings,92473.12
AKB100869,870,Everyday Deposit,36316.75
AKB100870,871,Everyday Deposit,57961.63
AKB100871,872,Savings,108681.9
AKB100872,873,Takaful Insurance Account,285286.21
AKB100873,874,Everyday Deposit,36098.52
AKB100874,875,Islamic Financing - Advanced,261823.91
AKB100875,876,Takaful Insurance Account,246575.77
AKB100876,877,Savings,101363.26
AKB100877,878,Takaful Insurance Account,280580.21
AKB100878,879,Islamic Financing - Basic,122373.97
AKB100879,880,Investment Account,127517.84
AKB100880,881,E-Banking,39453.79
AKB100881,882,Investment Account,220377.59
AKB100882,883,Investment Account,190486.08
AKB100883,884,Everyday Deposit,135179.8
AKB100884,885,Real Estate Financing,294836.59
AKB100885,886,Student,39134.59
AKB100886,887,Student,33756.59
AKB100887,888,Student,36642.17
AKB100888,889,Islamic Financing - Basic,134314.56
AKB100889,890,Takaful Insurance Account,174484.34
AKB100890,891,Everyday Deposit,14329.06
AKB100891,892,Islamic Financing - Basic,146007.94
AKB100892,893,Student,23182.29
AKB100893,894,Islamic Financing - Basic,70037.16
AKB100894,895,Savings,44547.51
AKB100895,896,Everyday Deposit,26075.75
AKB100896,897,Everyday Deposit,60915.44
AKB100897,898,Everyday Deposit,92691.41
AKB100898,899,Student,48505.98
AKB100899,900,Everyday Deposit,27874.68
AKB100900,901,Investment Account,133879.77
AKB100901,902,Savings,103744.93
AKB100902,903,Real Estate Financing,204389.01
AKB100903,904,Savings,170857.31
AKB100904,905,Savings,69670.3
AKB100905,906,Student,11110.64
AKB100906,907,Student,12928.42
AKB100907,908,Takaful Insurance Account,191523.52
AKB100908,909,Islamic Financing - Basic,146255.47
AKB100909,910,Islamic Financing - Basic,101484.46
AKB100910,911,Takaful Insurance Account,102171.55
AKB100911,912,Savings,52525.65
AKB100912,913,Investment Account,107859.15
AKB100913,914,Savings,94054.63
AKB100914,915,Investment Account,218757.57
AKB100915,916,Savings,110644.7
AKB100916,917,E-Banking,8827.17
AKB100917,918,Student,24955.18
AKB100918,919,Everyday Deposit,63146.76
AKB100919,920,Student,15043.68
AKB100920,921,Investment Account,302825.2
AKB100921,922,Investment Account,349553.18
AKB100922,923,Student,15136.22
AKB100923,924,Takaful Insurance Account,287717.46
AKB100924,925,Everyday Deposit,88690.97
AKB100925,926,Everyday Deposit,19471.29
AKB100926,927,Student,11273.44
AKB100927,928,Investment Account,131344.7
AKB100928,929,Everyday Deposit,39252.75
AKB100929,930,Islamic Financing - Basic,104338.65
AKB100930,931,Savings,95880.17
AKB100931,932,Agricultural Financing,76446.14
AKB100932,933,Savings,86756.95
AKB100933,934,E-Banking,39277.75
AKB100934,935,E-Banking,78346.35
AKB100935,936,Everyday Deposit,168676.16
AKB100936,937,Everyday Deposit,20150.57
AKB100937,938,Everyday Deposit,61900.96
AKB100938,939,Agricultural Financing,95906.43
AKB100939,940,Savings,108518.75
AKB100940,941,E-Banking,27867.69
AKB100941,942,Savings,97029.75
AKB100942,943,Everyday Deposit,111690.17
AKB100943,944,Real Estate Financing,120752.04
AKB100944,945,Savings,91022.14
AKB100945,946,Everyday Deposit,54152.65
AKB100946,947,Investment Account,219156.17
AKB100947,948,Islamic Financing - Basic,92196.76
AKB100948,949,Everyday Deposit,88667.42
AKB100949,950,Student,21062.04
AKB100950,951,Islamic Financing - Basic,79660.5
AKB100951,952,Real Estate Financing,149223.57
AKB100952,953,E-Banking,39547.04
AKB100953,954,Real Estate Financing,184180.99
AKB100954,955,Takaful Insurance Account,71730.65
AKB100955,956,Savings,130053.99
AKB100956,957,Student,32309.26
AKB100957,958,Savings,46591.63
AKB100958,959,Takaful Insurance Account,208562.47
AKB100959,960,Everyday Deposit,108616.65
AKB100960,961,Takaful Insurance Account,109669.39
AKB100961,962,Savings,168048.98
AKB100962,963,Takaful Insurance Account,181047.26
AKB100963,964,Islamic Financing - Advanced,185679.49
AKB100964,965,Islamic Financing - Advanced,195673.89
AKB100965,966,Islamic Financing - Advanced,173303.0
AKB100966,967,Savings,96701.93
AKB100967,968,Investment Account,219980.24
AKB100968,969,Everyday Deposit,42364.78
AKB100969,970,Student,20242.11
AKB100970,971,Real Estate Financing,183549.32
AKB100971,972,Takaful Insurance Account,198504.52
AKB100972,973,Takaful Insurance Account,102720.55
AKB100973,974,Takaful Insurance Account,244629.73
AKB100974,975,Student,24776.71
AKB100975,976,Savings,53827.92
AKB100976,977,Investment Account,113527.13
AKB100977,978,Takaful Insurance Account,131312.95
AKB100978,979,E-Banking,48303.03
AKB100979,980,Everyday Deposit,87353.12
AKB100980,981,Takaful Insurance Account,108598.67
AKB100981,982,Student,22354.48
AKB100982,983,Islamic Financing - Basic,125072.41
AKB100983,984,Everyday Deposit,139154.91
AKB100984,985,Islamic Financing - Basic,153549.91
AKB100985,986,Islamic Financing - Basic,155580.73
AKB100986,987,Savings,69490.38
AKB100987,988,Savings,111035.69
AKB100988,989,Savings,116749.37
AKB100989,990,Islamic Financing - Basic,105218.56
AKB100990,991,Savings,119116.04
AKB100991,992,Takaful Insurance Account,237663.02
AKB100992,993,Takaful Insurance Account,322690.85
AKB100993,994,Islamic Financing - Basic,141487.47
AKB100994,995,Everyday Deposit,23220.29
AKB100995,996,Savings,96557.72
AKB100996,997,Agricultural Financing,55324.09
AKB100997,998,E-Banking,18971.16
AKB100998,999,Takaful Insurance Account,216212.29
AKB100999,1000,Everyday Deposit,94302.74
AKB101000,1001,Islamic Financing - Advanced,229971.6
AKB101001,1002,Takaful Insurance Account,121991.03
AKB101002,1003,Student,39274.8
AKB101003,1004,Takaful Insurance Account,275506.72
AKB101004,1005,Student,15993.98
AKB101005,1006,Student,12042.76
AKB101006,1007,Student,17616.82
AKB101007,1008,Islamic Financing - Basic,70906.82
AKB101008,1009,Takaful Insurance Account,133342.87
AKB101009,1010,Takaful Insurance Account,239933.08
AKB101010,1011,E-Banking,51540.68
AKB101011,1012,Everyday Deposit,20406.08
AKB101012,1013,Savings,88549.05
AKB101013,1014,Everyday Deposit,26313.02
AKB101014,1015,Student,33618.53
AKB101015,1016,E-Banking,132718.75
AKB101016,1017,Everyday Deposit,64252.57
AKB101017,1018,Real Estate Financing,261304.87
AKB101018,1019,Takaful Insurance Account,230387.08
AKB101019,1020,Islamic Financing - Basic,106184.28
AKB101020,1021,Takaful Insurance Account,139900.45
AKB101021,1022,Student,25817.05
AKB101022,1023,E-Banking,21999.44
AKB101023,1024,Student,11824.87
AKB101024,1025,Islamic Financing - Advanced,132684.58
AKB101025,1026,Islamic Financing - Basic,104913.3
AKB101026,1027,Everyday Deposit,47344.93
AKB101027,1028,Real Estate Financing,116219.33
AKB101028,1029,Savings,81236.48
AKB101029,1030,Savings,126664.55
AKB101030,1031,Islamic Financing - Basic,83599.16
AKB101031,1032,Investment Account,182915.32
AKB101032,1033,Real Estate Financing,330591.01
AKB101033,1034,Real Estate Financing,257144.81
AKB101034,1035,Takaful Insurance Account,236405.85
AKB101035,1036,Islamic Financing - Advanced,249786.79
AKB101036,1037,Real Estate Financing,193909.55
AKB101037,1038,Takaful Insurance Account,284836.8
AKB101038,1039,Savings,236057.59
AKB101039,1040,Islamic Financing - Basic,83234.94
AKB101040,1041,Takaful Insurance Account,127655.17
AKB101041,1042,Islamic Financing - Advanced,162851.1
AKB101042,1043,Investment Account,88262.8
AKB101043,1044,Takaful Insurance Account,251512.25
AKB101044,1045,Real Estate Financing,199529.62
AKB101045,1046,Savings,134084.48
AKB101046,1047,Everyday Deposit,91636.15
AKB101047,1048,Real Estate Financing,171607.69
AKB101048,1049,Everyday Deposit,103229.33
AKB101049,1050,Islamic Financing - Advanced,192327.55
AKB101050,1051,Real Estate Financing,367053.57
AKB101051,1052,Investment Account,130677.23
AKB101052,1053,Investment Account,155704.48
AKB101053,1054,Everyday Deposit,82551.0
AKB101054,1055,Investment Account,190502.61
AKB101055,1056,Student,33145.87
AKB101056,1057,Student,15102.05
AKB101057,1058,Savings,105591.28
AKB101058,1059,Takaful Insurance Account,184251.8
AKB101059,1060,Savings,113869.57
AKB101060,1061,E-Banking,110454.67
AKB101061,1062,Investment Account,219854.61
AKB101062,1063,Everyday Deposit,73570.15
AKB101063,1064,Savings,89658.68
AKB101064,1065,Investment Account,252481.95
AKB101065,1066,Savings,66369.8
AKB101066,1067,Real Estate Financing,128367.02
AKB101067,1068,Student,60036.62
AKB101068,1069,Savings,101354.33
AKB101069,1070,Savings,116817.99
AKB101070,1071,Savings,118732.99
AKB101071,1072,Investment Account,259266.42
AKB101072,1073,Savings,120876.74
AKB101073,1074,Islamic Financing - Basic,183855.05
AKB101074,1075,Takaful Insurance Account,158355.32
AKB101075,1076,Takaful Insurance Account,163306.53
AKB101076,1077,Savings,148883.38
AKB101077,1078,Everyday Deposit,91896.41
AKB101078,1079,Islamic Financing - Advanced,238169.33
AKB101079,1080,Student,22019.31
AKB101080,1081,Takaful Insurance Account,127973.44
AKB101081,1082,Everyday Deposit,48693.81
AKB101082,1083,Agricultural Financing,121556.36
AKB101083,1084,Takaful Insurance Account,243935.28
AKB101084,1085,Student,38080.23
AKB101085,1086,Takaful Insurance Account,215194.92
AKB101086,1087,Savings,53621.5
AKB101087,1088,Everyday Deposit,40940.56
AKB101088,1089,E-Banking,100031.43
AKB101089,1090,Takaful Insurance Account,231068.22
AKB101090,1091,Takaful Insurance Account,147770.51
AKB101091,1092,Everyday Deposit,133951.98
AKB101092,1093,Savings,167608.28
AKB101093,1094,Islamic Financing - Advanced,252111.58
AKB101094,1095,Islamic Financing - Basic,137230.21
AKB101095,1096,Savings,52901.31
AKB101096,1097,Savings,120325.85
AKB101097,1098,Everyday Deposit,75859.0
AKB101098,1099,Student,12196.12
AKB101099,1100,Islamic Financing - Basic,100418.57
AKB101100,1101,Student,23814.78
AKB101101,1102,Takaful Insurance Account,255022.27
AKB101102,1103,Savings,122342.11
AKB101103,1104,E-Banking,93507.48
AKB101104,1105,Student,18947.8
AKB101105,1106,Takaful Insurance Account,126093.89
AKB101106,1107,Everyday Deposit,66273.84
AKB101107,1108,E-Banking,23234.15
AKB101108,1109,Takaful Insurance Account,225797.46
AKB101109,1110,Student,18708.72
AKB101110,1111,E-Banking,68254.55
AKB101111,1112,Islamic Financing - Basic,79507.91
AKB101112,1113,Investment Account,243229.19
AKB101113,1114,Investment Account,235992.06
AKB101114,1115,Student,27629.47
AKB101115,1116,Investment Account,348229.78
AKB101116,1117,Savings,79645.5
AKB101117,1118,Everyday Deposit,82979.72
AKB101118,1119,Savings,101564.51
AKB101119,1120,Takaful Insurance Account,170258.29
AKB101120,1121,E-Banking,61878.69
AKB101121,1122,Everyday Deposit,20856.2
AKB101122,1123,Everyday Deposit,33433.68
AKB101123,1124,Takaful Insurance Account,58523.68
AKB101124,1125,Islamic Financing - Basic,106042.27
AKB101125,1126,Savings,131868.59
AKB101126,1127,Takaful Insurance Account,147612.95
AKB101127,1128,E-Banking,153349.08
AKB101128,1129,Savings,76717.89
AKB101129,1130,Savings,98679.44
AKB101130,1131,Savings,100499.38
AKB101131,1132,E-Banking,16225.64
AKB101132,1133,Investment Account,130612.14
AKB101133,1134,Islamic Financing - Basic,213807.09
AKB101134,1135,Savings,141096.33
AKB101135,1136,Islamic Financing - Advanced,281449.05
AKB101136,1137,Islamic Financing - Basic,73464.65
AKB101137,1138,Student,15795.8
AKB101138,1139,Student,59500.89
AKB101139,1140,Investment Account,282574.72
AKB101140,1141,Takaful Insurance Account,129948.9
AKB101141,1142,Real Estate Financing,243297.05
AKB101142,1143,Investment Account,275615.53
AKB101143,1144,Real Estate Financing,248179.23
AKB101144,1145,Agricultural Financing,178288.31
AKB101145,1146,Islamic Financing - Advanced,187975.5
AKB101146,1147,Student,9487.52
AKB101147,1148,Investment Account,181426.61
AKB101148,1149,Islamic Financing - Advanced,153693.07
AKB101149,1150,Student,18602.98
AKB101150,1151,Islamic Financing - Advanced,152089.94
AKB101151,1152,Everyday Deposit,73760.16
AKB101152,1153,Savings,82852.69
AKB101153,1154,Investment Account,255194.55
AKB101154,1155,Savings,136641.03
AKB101155,1156,Savings,85882.65
AKB101156,1157,Takaful Insurance Account,185034.71
AKB101157,1158,Investment Account,206352.87
AKB101158,1159,Savings,99079.98
AKB101159,1160,Savings,42692.9
AKB101160,1161,Savings,93554.06
AKB101161,1162,E-Banking,52604.04
AKB101162,1163,Savings,67362.02
AKB101163,1164,E-Banking,70687.38
AKB101164,1165,Student,16877.15
AKB101165,1166,Real Estate Financing,144534.15
AKB101166,1167,Student,25855.84
AKB101167,1168,Savings,48643.26
AKB101168,1169,E-Banking,25032.19
AKB101169,1170,Everyday Deposit,115311.62
AKB101170,1171,Student,56070.72
AKB101171,1172,Savings,74862.53
AKB101172,1173,Real Estate Financing,230219.77
AKB101173,1174,Takaful Insurance Account,198233.15
AKB101174,1175,Takaful Insurance Account,146773.58
AKB101175,1176,E-Banking,67768.71
AKB101176,1177,Real Estate Financing,179833.38
AKB101177,1178,Savings,68497.02
AKB101178,1179,Everyday Deposit,90100.09
AKB101179,1180,Student,18163.09
AKB101180,1181,Student,25963.86
AKB101181,1182,Savings,61125.37
AKB101182,1183,E-Banking,65915.36
AKB101183,1184,Takaful Insurance Account,219559.44
AKB101184,1185,Student,11232.64
AKB101185,1186,Student,42752.35
AKB101186,1187,Takaful Insurance Account,125840.56
AKB101187,1188,Everyday Deposit,82532.89
AKB101188,1189,Everyday Deposit,41787.24
AKB101189,1190,Real Estate Financing,216797.76
AKB101190,1191,Investment Account,155579.99
AKB101191,1192,Takaful Insurance Account,111861.42
AKB101192,1193,Student,40150.28
AKB101193,1194,Takaful Insurance Account,205739.69
AKB101194,1195,Takaful Insurance Account,101286.46
AKB101195,1196,Islamic Financing - Basic,265004.25
AKB101196,1197,Savings,99443.44
AKB101197,1198,E-Banking,47301.12
AKB101198,1199,Student,20884.66
AKB101199,1200,Islamic Financing - Basic,105260.0
AKB101200,1201,Everyday Deposit,86264.32
AKB101201,1202,Investment Account,156782.33
AKB101202,1203,Savings,62684.5
AKB101203,1204,Takaful Insurance Account,127150.06
AKB101204,1205,Islamic Financing - Basic,117070.49
AKB101205,1206,Islamic Financing - Basic,106076.33
AKB101206,1207,Savings,77599.04
AKB101207,1208,Savings,84253.76
AKB101208,1209,Everyday Deposit,58074.91
AKB101209,1210,Investment Account,248044.09
AKB101210,1211,Savings,178218.02
AKB101211,1212,Everyday Deposit,61808.51
AKB101212,1213,Student,20321.39
AKB101213,1214,Savings,128408.97
AKB101214,1215,E-Banking,26825.39
AKB101215,1216,Savings,91572.0
AKB101216,1217,Investment Account,194749.68
AKB101217,1218,Everyday Deposit,134165.71
AKB101218,1219,E-Banking,81364.56
AKB101219,1220,Everyday Deposit,137846.12
AKB101220,1221,Takaful Insurance Account,237866.97
AKB101221,1222,Student,16955.57
AKB101222,1223,E-Banking,56983.63
AKB101223,1224,Savings,127727.69
AKB101224,1225,Takaful Insurance Account,165693.63
AKB101225,1226,Everyday Deposit,17059.06
AKB101226,1227,Student,18319.42
AKB101227,1228,Student,30934.72
AKB101228,1229,Savings,114634.63
AKB101229,1230,Takaful Insurance Account,219712.1
AKB101230,1231,Everyday Deposit,94120.97
AKB101231,1232,Student,18219.5
AKB101232,1233,Investment Account,140225.1
AKB101233,1234,Islamic Financing - Advanced,223847.31
AKB101234,1235,Islamic Financing - Basic,248761.96
AKB101235,1236,Everyday Deposit,75733.71
AKB101236,1237,Student,38644.95
AKB101237,1238,Savings,81225.57
AKB101238,1239,Savings,147176.49
AKB101239,1240,Everyday Deposit,109889.11
AKB101240,1241,Real Estate Financing,95277.94
AKB101241,1242,Islamic Financing - Basic,124711.56
AKB101242,1243,Student,28108.73
AKB101243,1244,Real Estate Financing,229807.46
AKB101244,1245,Savings,147418.8
AKB101245,1246,Savings,111704.69
AKB101246,1247,Everyday Deposit,120113.39
AKB101247,1248,Takaful Insurance Account,168502.89
AKB101248,1249,Islamic Financing - Basic,228952.33
AKB101249,1250,Investment Account,178212.97
AKB101250,1251,Takaful Insurance Account,220831.59
AKB101251,1252,Real Estate Financing,320563.04
AKB101252,1253,Investment Account,165222.77
AKB101253,1254,Everyday Deposit,69904.42
AKB101254,1255,E-Banking,31987.39
AKB101255,1256,Islamic Financing - Advanced,102692.78
AKB101256,1257,Savings,67724.61
AKB101257,1258,Islamic Financing - Basic,170115.06
AKB101258,1259,Real Estate Financing,108576.25
AKB101259,1260,Islamic Financing - Basic,175343.74
AKB101260,1261,E-Banking,81648.55
AKB101261,1262,Savings,124419.91
AKB101262,1263,Savings,84433.69
AKB101263,1264,Investment Account,127845.75
AKB101264,1265,Student,18281.86
AKB101265,1266,Real Estate Financing,163166.32
AKB101266,1267,Takaful Insurance Account,80528.06
AKB101267,1268,Islamic Financing - Basic,132222.83
AKB101268,1269,E-Banking,36267.62
AKB101269,1270,Islamic Financing - Advanced,165151.56
AKB101270,1271,Everyday Deposit,54345.89
AKB101271,1272,Savings,130225.97
AKB101272,1273,Savings,56067.94
AKB101273,1274,Savings,38839.23
AKB101274,1275,Student,23150.36
AKB101275,1276,Savings,68080.32
AKB101276,1277,Savings,94285.67
AKB101277,1278,Islamic Financing - Advanced,163259.34
AKB101278,1279,Student,33267.99
AKB101279,1280,Investment Account,363014.06
AKB101280,1281,Islamic Financing - Basic,175872.68
AKB101281,1282,Takaful Insurance Account,78210.74
AKB101282,1283,Investment Account,286002.36
AKB101283,1284,Savings,66604.27
AKB101284,1285,E-Banking,28986.74
AKB101285,1286,Real Estate Financing,148447.64
AKB101286,1287,E-Banking,90939.86
AKB101287,1288,Student,13079.31
AKB101288,1289,Savings,132742.42
AKB101289,1290,E-Banking,77005.29
AKB101290,1291,Student,13571.87
AKB101291,1292,Savings,115621.86
AKB101292,1293,Takaful Insurance Account,138932.04
AKB101293,1294,Real Estate Financing,242695.74
AKB101294,1295,Takaful Insurance Account,185050.83
AKB101295,1296,Islamic Financing - Advanced,231749.57
AKB101296,1297,Takaful Insurance Account,276552.21
AKB101297,1298,Savings,166025.06
AKB101298,1299,Everyday Deposit,28246.45
AKB101299,1300,Savings,151789.64
AKB101300,1301,Everyday Deposit,82791.76
AKB101301,1302,Takaful Insurance Account,244454.01
AKB101302,1303,Savings,120857.22
AKB101303,1304,Student,22979.48
AKB101304,1305,Takaful Insurance Account,266056.15
AKB101305,1306,Takaful Insurance Account,193378.65
AKB101306,1307,Everyday Deposit,34085.2
AKB101307,1308,Savings,102751.77
AKB101308,1309,Real Estate Financing,217014.07
AKB101309,1310,Savings,146566.69
AKB101310,1311,E-Banking,31331.54
AKB101311,1312,Takaful Insurance Account,134905.75
AKB101312,1313,Takaful Insurance Account,92534.78
AKB101313,1314,Islamic Financing - Basic,142552.6
AKB101314,1315,Student,23595.8
AKB101315,1316,Takaful Insurance Account,198899.15
AKB101316,1317,Takaful Insurance Account,188547.41
AKB101317,1318,Savings,65547.96
AKB101318,1319,Islamic Financing - Advanced,246215.56
AKB101319,1320,Takaful Insurance Account,241494.33
AKB101320,1321,Student,34200.28
AKB101321,1322,Student,18952.3
AKB101322,1323,Islamic Financing - Basic,102156.87
AKB101323,1324,Islamic Financing - Basic,41093.82
AKB101324,1325,Student,18563.35
AKB101325,1326,Investment Account,228059.83
AKB101326,1327,Everyday Deposit,112149.69
AKB101327,1328,Investment Account,219441.0
AKB101328,1329,E-Banking,115226.09
AKB101329,1330,Islamic Financing - Basic,106796.61
AKB101330,1331,Takaful Insurance Account,135641.01
AKB101331,1332,Savings,171685.75
AKB101332,1333,Savings,100696.11
AKB101333,1334,Everyday Deposit,108963.66
AKB101334,1335,Student,52075.03
AKB101335,1336,Takaful Insurance Account,180708.22
AKB101336,1337,Takaful Insurance Account,150060.03
AKB101337,1338,Savings,55558.14
AKB101338,1339,Savings,67342.22
AKB101339,1340,Islamic Financing - Basic,110033.13
AKB101340,1341,Student,11998.66
AKB101341,1342,Savings,70717.31
AKB101342,1343,Takaful Insurance Account,287719.69
AKB101343,1344,Savings,87484.31
AKB101344,1345,Everyday Deposit,81899.83
AKB101345,1346,Takaful Insurance Account,131203.45
AKB101346,1347,Investment Account,266809.48
AKB101347,1348,Student,28320.24
AKB101348,1349,Savings,95106.24
AKB101349,1350,Takaful Insurance Account,178671.11
AKB101350,1351,Takaful Insurance Account,216231.33
AKB101351,1352,Islamic Financing - Basic,97631.27
AKB101352,1353,Everyday Deposit,88489.32
AKB101353,1354,Student,39862.55
AKB101354,1355,Savings,64307.2
AKB101355,1356,Islamic Financing - Basic,137877.9
AKB101356,1357,Takaful Insurance Account,155225.58
